"BLU VIVO XL2 - 5.5"" 4G LTE GSM","February 20, 2017",5.0,ABOUT FREAKING TIME!!!! UPDATED POST!!,"Over the years, I've tried maybe 6 Blu phones. All of them looked amazing, but we laggy to the point it drove me nuts and if take them back. I just got the Vivo XL2 and I'm absolutely happy with this phone. It's freaking stylish as usual, but it has tons of bells and whistles like a more expensive phone, and so far it works amazingly  well. I can't believe how nice this phone is for the price. Unreal. And ignore the 64 gig SD card limitation. It took my 128 gig no problem at all. LOVE MY NEW PHONE!!!  If Blu keeps this up, I'll keep buying Blu.I've had it for a week now and I still love it. It only got better. I failed to mention that this has quick charge, and comes with a case and arrives with a screen protector on the phone, with no bubbles or junk under the film. It also comes with an extra screen protector. I can't say how much I love this phone for the price paid. So happy with it."
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 7, 2017",5.0,Open Honest Review,"People love to get a new phone and,  while riding that new tech high, get on Amazon and shout ""BEST PHONE EVER""  when obviously it's not.  Here is my open honest list view of the Pros and Cons of this phone.Pros:Price: Even at the suggested retail of 149 usd, this phone out performs the price tagBuild quality: Built like a 700 usd flagship device. Manages to look both beautiful & professionalCall quality :  Perfect, which means it does what a phone is supposed to doScreen: at 720p its NOT as nice as an iPhone or Pixel, but it does look amazing on the 5.5 inch screenAntenna: Most forgotten feature of reviews... This phone has service in the basement of the hospital I work at, on both on Tmobile AND AT&T.  Having duel Sims,  I decided to put in both my personal and work sim cards in the phone. The Sony Xperia M5 Ultra I had before this got zero service for most parts of the basement.  This Vivo XL2 has at least 2 bars of 4g lte service through out the entire basement. Same sim cards, same Radio bands supported, and yet only this phone gets signal.Sound: loud and crisp, even with a back firing speaker.  I'd prefer a front facing speaker,  but oh well.Camera, both front and back:  Great cameras for 149 usd.... AVERAGE Camera for 700 usd.  So comparing the pictures to your iPhone or Galaxy s6 or Pixel pictures your gonna be disappointed most of the time. However, snap a pic in good lighting, share it to Facebook or Instagram, and you would be surprised how nice they look.Battery:  true 5 and 1/2 hours of screen-on time which is absolutely amazing.  However, though they claim its quick charging, it's really not.  2 hours to fully charge from 25% isn't standard quick charge, it's actually ""not slow"" charging at best.. LoLAnd finally IR blaster.  Not many phones have it anymore, but it's nice to be able to mess with the TVs at the hospital.  It's entertaining changing  the channel from Fox News to MSNBC, or vice versa, just to watch the brainwashed receptionists mind explode when someone actually disagrees with their world view.CONS:Skin/software:  Though its running Android 6.01 you'd be hard pressed to notice. The skin Blu decided to use makes it look and feel like a bunch of 16 year old kids tweaked it to something they thought looked ""cool"".  Easy fix,  use Nova or Google Now launcher and all is forgiven.Can't use duel sim and a MicroSD card at the same time.  Though the memory and ram upgrade (32gbs and 3gbs respectively) are more than enough for me, adding a 64 gb card will mean only using one sim card. As one slot is for a card or a sim.... It's not just this phone, but this is the one Im reviewing.No fingerprint scanner.  Can't use a lot of the new instant pay service without one.  Though at the 119 usd I paid for it, I can't complain to much.That's it with the cons. It's basically a phone on par with most flagship devices at a 1/4 of the price.I always buy unlocked carrier free versions of the phones I use as my daily driver.  The Vivo XL2 is without a doubt the best value I have ever gotten in a cell phone.  Is it the best phone ever??  Of course not.  Even Blu themselves sell better all around devices.  HOWEVER,  the XL2 may indeed be the best 149 dollar smart phone available as of March 2017."
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","May 30, 2017",1.0,Update - don't waste your money!  A pretty solid four stars.  Could have been better.,"Update seven months in:  I've had to go from four stars to just one.  The phone worked well for about six months, though the shiny slippery back is very annoying.  But for the last month the phone has been almost unusable, and today it's become basically a brick. People who call me say they get busy signals. The phone itself freaks out. It will be normal, and then suddenly the app I'm using closes and the screen quickly flips through all the pages and then freezes on the add widget page. This happens when I'm just sitting there reading a Kindle book, typing a reply to a text, or browsing the web.  The phone will also suddenly refuse to accept input on the touch screen, or will shut down the keyboard when I'm typing.  I'll get a text, try to answer it, and the phone will shut down.  It's like it's gone insane or something.  I've tried everything, factory reset, all the updates, and even tried to get help from BLU.  All of my attempts to contact them were ignored.  Now I have to go out and try yet again to buy another phone!  I've had it with BLU and no longer recommend it.  I expect to get more than six months out of a phone!!!In the box :  phone, charger, wall adapter, headphones, screen protector, and silicone case.  Phone also had a screen protector already installed. This is my third BLU phone.  I'm disappointed that this one has a sealed battery, and if you do need two SIM cards, you can't use a  SD card.  There are only two slots, instead of three.  The fancy back that they make sound so awesome is anything but; it's not even really blue or shiny except in the brightest sunlight, and the surface is so slippery that the phone is hard to hold on to, and takes every opportunity to slide off the arm of the chair, the desktop, the nightstand, the dashboard, or anywhere else you might want to set it down.  It also has a few more quirks than my other BLUs  and was a little cranky over getting my favorite apps customized.  As much as the phone is an obvious attempt at an iphone clone, it doesn't seem to have as good an antenna as the iphone.  Meetings in an interior room in a large building mean I have no signal but I can hear coworkers phones getting texts.  That's not a huge deal for me as those meetings are only once a month and otherwise the signal is pretty reliable, and I didn't pay anywhere near $600 for the name brand.On the plus side, it does have plenty of onboard memory and readily connected with my net10 SIM card.  Apps work quickly, music sounds pretty good, and calls are clear.So overall a decent deal.  Just make sure you order a nice case when you order the phone, otherwise you'll be dropping the phone all the time, and the case that comes with it is an ugly whitish color that is just repulsive.A cautionary tale:  My first BLU phone was the  Life XL and I was very happy with it, all the utility of a $600 samsung or apple product at a fraction of the price.  Easy to set up and worked very well with my net10 account.  I""d still be using it if I hadn't dropped it on cement and made the display go all wonky.  The phone still worked just fine, but the screen was too blurry to live with.  So I ordered an identical Life XL.  Unfortunately that one came loaded with spyware. I filed a complaint with the seller, tojostore, but they refused to respond until I left bad feedback.  Then they quickly refunded my money without even asking for the phone back, so they know they were guilty.  Lesson learned, always buy just from Amazon, and immediately run a malware checker before putting any contacts or other personal information on the phone!"
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 3, 2017",1.0,Spyware still. Come on Blu get it together!,"Still has a security issue,waiting on Blu to respond 3 different malware detection apps,found stuff. Update: sent Blu screenshots of the all the stuff my spyware detection apps found stilllllll waiting for a response. (Update) 3-17-17 received email back from Blu they said their working on a update to fix the data breach, they better, this app Data ghost or data clone has super user permissions and can do whatever the heck it wants. I'm done with Blu forever This BS app even tryed to hide what it's doing"
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","June 29, 2017",2.0,Absolutely amazing for this price range,"The first time it hit the ground the screen cracked.  I contacted BLU support who told me that there are no replacement screens available for this model.  The screen protector is the only thing holding it together.Included in the box is a 5v 2.0a charger, micoUSB cable, USB-OTG cable, earbuds with microphone, rubber phone case, screen protector, and one of those professional paper clips for opening the sim/SD card tray.  And, there was a screen protector already on the phone.The sim card / SD card tray is pretty flimsy, I wouldn't open it very often.  As other commentators noted, you can either have 2 sim cards or 1 sim card and 1 sd card.  You cannot have all three.The phone case does not fit correctly.  The lower right hand corner does not fully extend over the front edge of the phone, and it feels like the phone will slip out if I grab it by the case.  The case partially covers the microphone hole.There were a few Amazon apps pre-installed, but they had obviously been done so outside of the google play store as they would not update without asking the user to modify their app installation permissions.  Luckily, I was able to fully uninstall them.  After disabling what I didn't want and installing some basic google apps, it says I have used 11 GB of 32 GB.  Luckily this phone has not partitioned the main storage into multiple segments to simulate an sd card like the BLU studio energy.The display is stunning.  Good contrast between colors, very bright, and the curved edges are neat.Overall, I think this thing is perfect for $150.  But if you drop the screen, there is no replacement."
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 25, 2017",5.0,Worth every penny!,"I have to give this 5 stars! For the price this is a phenomenal deal. I waited 2 weeks to write a review and I must say this is a great phone! Looks good, works really well, storage is terrific. I did download the Evie go Launcher because I didn't like the stock launchers but that is all! I am never spending 700 on a phone anymore as long as BLU makes affordable awesome devices like this vivo xl2."
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","September 29, 2017",5.0,Excellent!,"Got it today as described It's very nice, runs smoothly can play games smoothly takes excellent pictures (at least to me it does). The sound quality is perfect, video playback is good it's fast and the storage is not bad just perfect for me. For the people who said that they couldn't see the symmetry on the back of the phone as it was showed/described in the picture I'mma say this...LIES...if you hold it up at an angle literally don't have too, but you clearly can see it. The last and only #1 CON about this phone is yea, its true...that you are not able to use your sd/memory card if you're using 2 sims (the standard sim and or the micro/nano sim) MEANING you won't be able to use sd/memory card if you're using BOTH. For me only using 1 sim (3-in-1sim) i can say it's possible this phone does have dual sim so therefore in other words if you're using 2 sim cards you won't be able to your sd/memory card, BUT if you're using 1 not 2 but only 1 SIM (which is the standard size sim) then yes you ARE able to use your sd/memory card. This is through my knowledge and what I've experienced using BLU Vivo XL2."
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","April 5, 2017",2.0,"Nice phone and Price, but was does the warranty give you?","Okay, I got the phone yesterday (4/4/2017) and was amazed by the stuff that comes with it for the price!  Ear buds, phone cover, screen protector,  USB 2.0 cord and charger.. It's a nice and sleek looking phone. Has Android 6.0  Marshmallow with it.  But I didn't get long enough time to play with it.  Why is that? The metal bracket on the SIM card tray fell off!  So I contacted Blu about it. Provided them the info they requested and included a picture showing what I was discussing. In case they were not sure.  I was told that cause this happened. It was void of warranty! And then told I need to pay to have it repaired!  Not even 24 hours old and I need to pay to get it fixed! WTF?!? Then they told me why not just contact Amazon to get a replacement! At least when contacting Amazon, they immediately fixed the issue and shipped out a new phone and took the old one back!  But still hard to believe this company refused to fix the issue. Would not believe that their product could have a manufacturer error on it! Something like this, the metal piece coming off the sim card tray should not void the warranty. After all, people need to use it to pull out the sim card to gain access to the memory card one is using also if they want to replace that with a new and better one!I like how the phone looks and the stuff it comes with. But I can not comment on how it is as a device.  Maybe when I get the other one I will update this review. So please be warned when buying! It's a shame this company did this!UPDATE! Had it for many months. It’s okay. But I am pissed off with the few updates they did. It was to add spam and spyware! And you can’t remove it!  Also still has the Security issues!  And was to.d back in April that they would have update to Nougat. And still being told it’s coming! It’s now 2018 and still no update! Just more spam and bloatware to slow it down!"
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 6, 2017",4.0,Great Phone with a nice OS. Earpiece speaker is not as loud as I'd like.,Everything works great only downside is the earpiece speaker is quieter than my previous Note 4. I work in an office setting so its quiet in here even then the earpiece speaker is hard to hear unless pressed firmly against your ear.
"BLU VIVO XL2 - 5.5"" 4G LTE GSM","March 26, 2017",1.0,Good looking quick phone but don't drop it,"The os and speed is ok but do not drop it! I bought this phone for my wife a week ago and my she  was carrying it in her hand and bumped the car door and it fell around 2-3 feet to the ground and the screen shattered it was really disappointing for a phone with ""gorilla glass 3""  the phone is nice looking and pretty quick but if you drop your phone a lot then this isn't the phone for you. it took one drop in my case to become a paper weight"
